"السنة الدراسية","القطاع الدولي","فئة الإبتعاث","المرحلة الدراسية ","المجال الواسع","الجنس","العدد"
"2017.0","الدول العربية","طالب مبتعث","بكالوريوس","العلوم الطبيعية، والرياضايات والإحصاء","أنثى","1.0"
"2017.0","الدول العربية","طالب مبتعث","بكالوريوس","الفنون والعلوم الإنسانية","أنثى","8.0"
"2017.0","الدول العربية","طالب مبتعث","بكالوريوس","الفنون والعلوم الإنسانية","ذكر","2.0"
"2017.0","الدول العربية","طالب مبتعث","بكالوريوس","الهندسة، والتصنيع والبناء","أنثى","1.0"
"2017.0","الدول العربية","طالب مبتعث","بكالوريوس","الهندسة، والتصنيع والبناء","ذكر","4.0"
"2017.0","الدول العربية","طالب مبتعث","بكالوريوس","تكنولوجيا الاتصالات، والمعلومات","أنثى","1.0"
"2017.0","الدول العربية","طالب مبتعث","بكالوريوس","تكنولوجيا الاتصالات، والمعلومات","ذكر","4.0"
"2017.0","الدول العربية","طالب مبتعث","بكالوريوس","غير مصنفة","أنثى","1.0"
"2017.0","الدول العربية","طالب مبتعث","دبلوم عالي","التعليم","أنثى","1.0"
"2017.0","الدول العربية","طالب مبتعث","دكتوراه","التعليم","أنثى","1.0"
"2017.0","الدول العربية","طالب مبتعث","دكتوراه","الفنون والعلوم الإنسانية","أنثى","1.0"
"2017.0","الدول العربية","طالب مبتعث","ماجستير","الأعمال، الإدارة والقانون","أنثى","3.0"
"2017.0","الدول العربية","طالب مبتعث","ماجستير","الأعمال، الإدارة والقانون","ذكر","1.0"
"2017.0","الدول العربية","طالب مبتعث","ماجستير","التعليم","أنثى","18.0"
"2017.0","الدول العربية","طالب مبتعث","ماجستير","الصحة والرفاه","أنثى","2.0"
"2017.0","الدول العربية","طالب مبتعث","ماجستير","العلوم الاجتماعية، والصحافة والإعلام","أنثى","2.0"
"2017.0","الدول العربية","طالب مبتعث","ماجستير","العلوم الطبيعية، والرياضايات والإحصاء","أنثى","3.0"
"2017.0","الدول العربية","طالب مبتعث","ماجستير","الفنون والعلوم الإنسانية","أنثى","3.0"
"2017.0","الدول العربية","طالب مبتعث","ماجستير","تكنولوجيا الاتصالات، والمعلومات","أنثى","1.0"
"2017.0","الدول العربية","موظف مبتعث","الزمالة","الصحة والرفاه","ذكر","3.0"
"2017.0","الدول العربية","موظف مبتعث","دبلوم","العلوم الطبيعية، والرياضايات والإحصاء","ذكر","1.0"
"2017.0","الدول العربية","موظف مبتعث","ماجستير","الصحة والرفاه","ذكر","1.0"
"2017.0","أمريكا","طالب مبتعث","أخرى","الأعمال، الإدارة والقانون","أنثى","2.0"
"2017.0","أمريكا","طالب مبتعث","أخرى","الأعمال، الإدارة والقانون","ذكر","64.0"
"2017.0","أمريكا","طالب مبتعث","أخرى","التعليم","أنثى","1.0"
"2017.0","أمريكا","طالب مبتعث","أخرى","التعليم","ذكر","1.0"
"2017.0","أمريكا","طالب مبتعث","أخرى","الخدمات","أنثى","4.0"
"2017.0","أمريكا","طالب مبتعث","أخرى","الخدمات","ذكر","19.0"
"2017.0","أمريكا","طالب مبتعث","أخرى","الصحة والرفاه","أنثى","20.0"
"2017.0","أمريكا","طالب مبتعث","أخرى","الصحة والرفاه","ذكر","12.0"
"2017.0","أمريكا","طالب مبتعث","أخرى","العلوم الطبيعية، والرياضايات والإحصاء","ذكر","2.0"
"2017.0","أمريكا","طالب مبتعث","أخرى","الفنون والعلوم الإنسانية","أنثى","3.0"
"2017.0","أمريكا","طالب مبتعث","أخرى","الهندسة، والتصنيع والبناء","أنثى","26.0"
"2017.0","أمريكا","طالب مبتعث","أخرى","الهندسة، والتصنيع والبناء","ذكر","137.0"
"2017.0","أمريكا","طالب مبتعث","أخرى","تكنولوجيا الاتصالات، والمعلومات","ذكر","5.0"
"2017.0","أمريكا","طالب مبتعث","أخرى","غير مصنفة","أنثى","1.0"
"2017.0","أمريكا","طالب مبتعث","أخرى","غير مصنفة","ذكر","3.0"
"2017.0","أمريكا","طالب مبتعث","الزمالة","الصحة والرفاه","أنثى","36.0"
"2017.0","أمريكا","طالب مبتعث","الزمالة","الصحة والرفاه","ذكر","29.0"
"2017.0","أمريكا","طالب مبتعث","بكالوريوس","الأعمال، الإدارة والقانون","أنثى","171.0"
"2017.0","أمريكا","طالب مبتعث","بكالوريوس","الأعمال، الإدارة والقانون","ذكر","474.0"
"2017.0","أمريكا","طالب مبتعث","بكالوريوس","البرامج و المؤهلات غير المتخصصة","أنثى","1.0"
"2017.0","أمريكا","طالب مبتعث","بكالوريوس","التعليم","أنثى","12.0"
"2017.0","أمريكا","طالب مبتعث","بكالوريوس","التعليم","ذكر","1.0"
"2017.0","أمريكا","طالب مبتعث","بكالوريوس","الخدمات","أنثى","2.0"
"2017.0","أمريكا","طالب مبتعث","بكالوريوس","الخدمات","ذكر","46.0"
"2017.0","أمريكا","طالب مبتعث","بكالوريوس","الزراعة، والحراجة، ومصائد الأسماك والبيطرة","ذكر","1.0"
"2017.0","أمريكا","طالب مبتعث","بكالوريوس","الصحة والرفاه","أنثى","135.0"
"2017.0","أمريكا","طالب مبتعث","بكالوريوس","الصحة والرفاه","ذكر","102.0"
"2017.0","أمريكا","طالب مبتعث","بكالوريوس","العلوم الاجتماعية، والصحافة والإعلام","أنثى","44.0"
"2017.0","أمريكا","طالب مبتعث","بكالوريوس","العلوم الاجتماعية، والصحافة والإعلام","ذكر","39.0"
"2017.0","أمريكا","طالب مبتعث","بكالوريوس","العلوم الطبيعية، والرياضايات والإحصاء","أنثى","80.0"
"2017.0","أمريكا","طالب مبتعث","بكالوريوس","العلوم الطبيعية، والرياضايات والإحصاء","ذكر","77.0"
"2017.0","أمريكا","طالب مبتعث","بكالوريوس","الفنون والعلوم الإنسانية","أنثى","84.0"
"2017.0","أمريكا","طالب مبتعث","بكالوريوس","الفنون والعلوم الإنسانية","ذكر","26.0"
"2017.0","أمريكا","طالب مبتعث","بكالوريوس","الهندسة، والتصنيع والبناء","أنثى","108.0"
"2017.0","أمريكا","طالب مبتعث","بكالوريوس","الهندسة، والتصنيع والبناء","ذكر","1135.0"
"2017.0","أمريكا","طالب مبتعث","بكالوريوس","تكنولوجيا الاتصالات، والمعلومات","أنثى","57.0"
"2017.0","أمريكا","طالب مبتعث","بكالوريوس","تكنولوجيا الاتصالات، والمعلومات","ذكر","298.0"
"2017.0","أمريكا","طالب مبتعث","دبلوم","الأعمال، الإدارة والقانون","ذكر","8.0"
"2017.0","أمريكا","طالب مبتعث","دبلوم","الهندسة، والتصنيع والبناء","ذكر","9.0"
"2017.0","أمريكا","طالب مبتعث","دبلوم عالي","الأعمال، الإدارة والقانون","ذكر","3.0"
"2017.0","أمريكا","طالب مبتعث","دبلوم عالي","الخدمات","ذكر","11.0"
"2017.0","أمريكا","طالب مبتعث","دبلوم عالي","الهندسة، والتصنيع والبناء","ذكر","14.0"
"2017.0","أمريكا","طالب مبتعث","دكتوراه","الأعمال، الإدارة والقانون","أنثى","7.0"
"2017.0","أمريكا","طالب مبتعث","دكتوراه","الأعمال، الإدارة والقانون","ذكر","12.0"
"2017.0","أمريكا","طالب مبتعث","دكتوراه","التعليم","أنثى","27.0"
"2017.0","أمريكا","طالب مبتعث","دكتوراه","التعليم","ذكر","19.0"
"2017.0","أمريكا","طالب مبتعث","دكتوراه","الصحة والرفاه","أنثى","6.0"
"2017.0","أمريكا","طالب مبتعث","دكتوراه","الصحة والرفاه","ذكر","4.0"
"2017.0","أمريكا","طالب مبتعث","دكتوراه","العلوم الاجتماعية، والصحافة والإعلام","أنثى","3.0"
"2017.0","أمريكا","طالب مبتعث","دكتوراه","العلوم الاجتماعية، والصحافة والإعلام","ذكر","3.0"
"2017.0","أمريكا","طالب مبتعث","دكتوراه","العلوم الطبيعية، والرياضايات والإحصاء","أنثى","14.0"
"2017.0","أمريكا","طالب مبتعث","دكتوراه","العلوم الطبيعية، والرياضايات والإحصاء","ذكر","7.0"
"2017.0","أمريكا","طالب مبتعث","دكتوراه","الفنون والعلوم الإنسانية","أنثى","9.0"
"2017.0","أمريكا","طالب مبتعث","دكتوراه","الفنون والعلوم الإنسانية","ذكر","4.0"
"2017.0","أمريكا","طالب مبتعث","دكتوراه","الهندسة، والتصنيع والبناء","أنثى","1.0"
"2017.0","أمريكا","طالب مبتعث","دكتوراه","الهندسة، والتصنيع والبناء","ذكر","25.0"
"2017.0","أمريكا","طالب مبتعث","دكتوراه","تكنولوجيا الاتصالات، والمعلومات","أنثى","8.0"
"2017.0","أمريكا","طالب مبتعث","دكتوراه","تكنولوجيا الاتصالات، والمعلومات","ذكر","12.0"
"2017.0","أمريكا","طالب مبتعث","ماجستير","الأعمال، الإدارة والقانون","أنثى","111.0"
"2017.0","أمريكا","طالب مبتعث","ماجستير","الأعمال، الإدارة والقانون","ذكر","262.0"
"2017.0","أمريكا","طالب مبتعث","ماجستير","التعليم","أنثى","80.0"
"2017.0","أمريكا","طالب مبتعث","ماجستير","التعليم","ذكر","40.0"
"2017.0","أمريكا","طالب مبتعث","ماجستير","الخدمات","ذكر","15.0"
"2017.0","أمريكا","طالب مبتعث","ماجستير","الزراعة، والحراجة، ومصائد الأسماك والبيطرة","ذكر","1.0"
"2017.0","أمريكا","طالب مبتعث","ماجستير","الصحة والرفاه","أنثى","86.0"
"2017.0","أمريكا","طالب مبتعث","ماجستير","الصحة والرفاه","ذكر","52.0"
"2017.0","أمريكا","طالب مبتعث","ماجستير","العلوم الاجتماعية، والصحافة والإعلام","أنثى","17.0"
"2017.0","أمريكا","طالب مبتعث","ماجستير","العلوم الاجتماعية، والصحافة والإعلام","ذكر","12.0"
"2017.0","أمريكا","طالب مبتعث","ماجستير","العلوم الطبيعية، والرياضايات والإحصاء","أنثى","22.0"
"2017.0","أمريكا","طالب مبتعث","ماجستير","العلوم الطبيعية، والرياضايات والإحصاء","ذكر","18.0"
"2017.0","أمريكا","طالب مبتعث","ماجستير","الفنون والعلوم الإنسانية","أنثى","66.0"
"2017.0","أمريكا","طالب مبتعث","ماجستير","الفنون والعلوم الإنسانية","ذكر","14.0"
"2017.0","أمريكا","طالب مبتعث","ماجستير","الهندسة، والتصنيع والبناء","أنثى","8.0"
"2017.0","أمريكا","طالب مبتعث","ماجستير","الهندسة، والتصنيع والبناء","ذكر","148.0"
"2017.0","أمريكا","طالب مبتعث","ماجستير","تكنولوجيا الاتصالات، والمعلومات","أنثى","64.0"
"2017.0","أمريكا","طالب مبتعث","ماجستير","تكنولوجيا الاتصالات، والمعلومات","ذكر","75.0"
"2017.0","أمريكا","موظف مبتعث","أخرى","الأعمال، الإدارة والقانون","أنثى","14.0"
"2017.0","أمريكا","موظف مبتعث","أخرى","الأعمال، الإدارة والقانون","ذكر","29.0"
"2017.0","أمريكا","موظف مبتعث","أخرى","البرامج و المؤهلات غير المتخصصة","أنثى","1.0"
"2017.0","أمريكا","موظف مبتعث","أخرى","البرامج و المؤهلات غير المتخصصة","ذكر","1.0"
"2017.0","أمريكا","موظف مبتعث","أخرى","التعليم","أنثى","68.0"
"2017.0","أمريكا","موظف مبتعث","أخرى","التعليم","ذكر","73.0"
"2017.0","أمريكا","موظف مبتعث","أخرى","الصحة والرفاه","أنثى","54.0"
"2017.0","أمريكا","موظف مبتعث","أخرى","الصحة والرفاه","ذكر","73.0"
"2017.0","أمريكا","موظف مبتعث","أخرى","العلوم الاجتماعية، والصحافة والإعلام","أنثى","1.0"
"2017.0","أمريكا","موظف مبتعث","أخرى","العلوم الطبيعية، والرياضايات والإحصاء","أنثى","10.0"
"2017.0","أمريكا","موظف مبتعث","أخرى","العلوم الطبيعية، والرياضايات والإحصاء","ذكر","12.0"
"2017.0","أمريكا","موظف مبتعث","أخرى","الفنون والعلوم الإنسانية","أنثى","44.0"
"2017.0","أمريكا","موظف مبتعث","أخرى","الفنون والعلوم الإنسانية","ذكر","253.0"
"2017.0","أمريكا","موظف مبتعث","أخرى","الهندسة، والتصنيع والبناء","أنثى","2.0"
"2017.0","أمريكا","موظف مبتعث","أخرى","الهندسة، والتصنيع والبناء","ذكر","15.0"
"2017.0","أمريكا","موظف مبتعث","أخرى","تكنولوجيا الاتصالات، والمعلومات","أنثى","5.0"
"2017.0","أمريكا","موظف مبتعث","أخرى","تكنولوجيا الاتصالات، والمعلومات","ذكر","11.0"
"2017.0","أمريكا","موظف مبتعث","أخرى","غير مصنفة","أنثى","1.0"
"2017.0","أمريكا","موظف مبتعث","أخرى","غير مصنفة","ذكر","2.0"
"2017.0","أمريكا","موظف مبتعث","الزمالة","الصحة والرفاه","أنثى","15.0"
"2017.0","أمريكا","موظف مبتعث","الزمالة","الصحة والرفاه","ذكر","21.0"
"2017.0","أمريكا","موظف مبتعث","بكالوريوس","الأعمال، الإدارة والقانون","أنثى","1.0"
"2017.0","أمريكا","موظف مبتعث","بكالوريوس","الأعمال، الإدارة والقانون","ذكر","4.0"
"2017.0","أمريكا","موظف مبتعث","بكالوريوس","الصحة والرفاه","أنثى","16.0"
"2017.0","أمريكا","موظف مبتعث","بكالوريوس","الصحة والرفاه","ذكر","59.0"
"2017.0","أمريكا","موظف مبتعث","بكالوريوس","الهندسة، والتصنيع والبناء","ذكر","5.0"
"2017.0","أمريكا","موظف مبتعث","بكالوريوس","تكنولوجيا الاتصالات، والمعلومات","ذكر","4.0"
"2017.0","أمريكا","موظف مبتعث","دكتوراه","الأعمال، الإدارة والقانون","أنثى","13.0"
"2017.0","أمريكا","موظف مبتعث","دكتوراه","الأعمال، الإدارة والقانون","ذكر","36.0"
"2017.0","أمريكا","موظف مبتعث","دكتوراه","التعليم","أنثى","22.0"
"2017.0","أمريكا","موظف مبتعث","دكتوراه","التعليم","ذكر","15.0"
"2017.0","أمريكا","موظف مبتعث","دكتوراه","الزراعة، والحراجة، ومصائد الأسماك والبيطرة","ذكر","3.0"
"2017.0","أمريكا","موظف مبتعث","دكتوراه","الصحة والرفاه","أنثى","36.0"
"2017.0","أمريكا","موظف مبتعث","دكتوراه","الصحة والرفاه","ذكر","34.0"
"2017.0","أمريكا","موظف مبتعث","دكتوراه","العلوم الاجتماعية، والصحافة والإعلام","أنثى","3.0"
"2017.0","أمريكا","موظف مبتعث","دكتوراه","العلوم الاجتماعية، والصحافة والإعلام","ذكر","13.0"
"2017.0","أمريكا","موظف مبتعث","دكتوراه","العلوم الطبيعية، والرياضايات والإحصاء","أنثى","19.0"
"2017.0","أمريكا","موظف مبتعث","دكتوراه","العلوم الطبيعية، والرياضايات والإحصاء","ذكر","25.0"
"2017.0","أمريكا","موظف مبتعث","دكتوراه","الفنون والعلوم الإنسانية","أنثى","11.0"
"2017.0","أمريكا","موظف مبتعث","دكتوراه","الفنون والعلوم الإنسانية","ذكر","21.0"
"2017.0","أمريكا","موظف مبتعث","دكتوراه","الهندسة، والتصنيع والبناء","أنثى","1.0"
"2017.0","أمريكا","موظف مبتعث","دكتوراه","الهندسة، والتصنيع والبناء","ذكر","38.0"
"2017.0","أمريكا","موظف مبتعث","دكتوراه","تكنولوجيا الاتصالات، والمعلومات","أنثى","8.0"
"2017.0","أمريكا","موظف مبتعث","دكتوراه","تكنولوجيا الاتصالات، والمعلومات","ذكر","33.0"
"2017.0","أمريكا","موظف مبتعث","ماجستير","الأعمال، الإدارة والقانون","أنثى","24.0"
"2017.0","أمريكا","موظف مبتعث","ماجستير","الأعمال، الإدارة والقانون","ذكر","101.0"
"2017.0","أمريكا","موظف مبتعث","ماجستير","التعليم","أنثى","7.0"
"2017.0","أمريكا","موظف مبتعث","ماجستير","التعليم","ذكر","9.0"
"2017.0","أمريكا","موظف مبتعث","ماجستير","الخدمات","ذكر","3.0"
"2017.0","أمريكا","موظف مبتعث","ماجستير","الزراعة، والحراجة، ومصائد الأسماك والبيطرة","ذكر","3.0"
"2017.0","أمريكا","موظف مبتعث","ماجستير","الصحة والرفاه","أنثى","29.0"
"2017.0","أمريكا","موظف مبتعث","ماجستير","الصحة والرفاه","ذكر","74.0"
"2017.0","أمريكا","موظف مبتعث","ماجستير","العلوم الاجتماعية، والصحافة والإعلام","أنثى","2.0"
"2017.0","أمريكا","موظف مبتعث","ماجستير","العلوم الاجتماعية، والصحافة والإعلام","ذكر","11.0"
"2017.0","أمريكا","موظف مبتعث","ماجستير","العلوم الطبيعية، والرياضايات والإحصاء","أنثى","9.0"
"2017.0","أمريكا","موظف مبتعث","ماجستير","العلوم الطبيعية، والرياضايات والإحصاء","ذكر","29.0"
"2017.0","أمريكا","موظف مبتعث","ماجستير","الفنون والعلوم الإنسانية","أنثى","20.0"
"2017.0","أمريكا","موظف مبتعث","ماجستير","الفنون والعلوم الإنسانية","ذكر","36.0"
"2017.0","أمريكا","موظف مبتعث","ماجستير","الهندسة، والتصنيع والبناء","ذكر","73.0"
"2017.0","أمريكا","موظف مبتعث","ماجستير","تكنولوجيا الاتصالات، والمعلومات","أنثى","16.0"
"2017.0","أمريكا","موظف مبتعث","ماجستير","تكنولوجيا الاتصالات، والمعلومات","ذكر","57.0"
"2017.0","بريطانيا","طالب مبتعث","أخرى","الأعمال، الإدارة والقانون","أنثى","2.0"
"2017.0","بريطانيا","طالب مبتعث","أخرى","الأعمال، الإدارة والقانون","ذكر","1.0"
"2017.0","بريطانيا","طالب مبتعث","أخرى","التعليم","أنثى","4.0"
"2017.0","بريطانيا","طالب مبتعث","أخرى","التعليم","ذكر","9.0"
"2017.0","بريطانيا","طالب مبتعث","أخرى","العلوم الطبيعية، والرياضايات والإحصاء","ذكر","1.0"
"2017.0","بريطانيا","طالب مبتعث","أخرى","الهندسة، والتصنيع والبناء","ذكر","1.0"
"2017.0","بريطانيا","طالب مبتعث","أخرى","تكنولوجيا الاتصالات، والمعلومات","ذكر","1.0"
"2017.0","بريطانيا","طالب مبتعث","أخرى","غير مصنفة","ذكر","4.0"
"2017.0","بريطانيا","طالب مبتعث","الزمالة","الصحة والرفاه","ذكر","1.0"
"2017.0","بريطانيا","طالب مبتعث","بكالوريوس","الأعمال، الإدارة والقانون","أنثى","60.0"
"2017.0","بريطانيا","طالب مبتعث","بكالوريوس","الأعمال، الإدارة والقانون","ذكر","94.0"
"2017.0","بريطانيا","طالب مبتعث","بكالوريوس","التعليم","أنثى","4.0"
"2017.0","بريطانيا","طالب مبتعث","بكالوريوس","الخدمات","أنثى","2.0"
"2017.0","بريطانيا","طالب مبتعث","بكالوريوس","الخدمات","ذكر","2.0"
"2017.0","بريطانيا","طالب مبتعث","بكالوريوس","الصحة والرفاه","أنثى","55.0"
"2017.0","بريطانيا","طالب مبتعث","بكالوريوس","الصحة والرفاه","ذكر","39.0"
"2017.0","بريطانيا","طالب مبتعث","بكالوريوس","العلوم الاجتماعية، والصحافة والإعلام","أنثى","11.0"
"2017.0","بريطانيا","طالب مبتعث","بكالوريوس","العلوم الاجتماعية، والصحافة والإعلام","ذكر","6.0"
"2017.0","بريطانيا","طالب مبتعث","بكالوريوس","العلوم الطبيعية، والرياضايات والإحصاء","أنثى","7.0"
"2017.0","بريطانيا","طالب مبتعث","بكالوريوس","العلوم الطبيعية، والرياضايات والإحصاء","ذكر","3.0"
"2017.0","بريطانيا","طالب مبتعث","بكالوريوس","الفنون والعلوم الإنسانية","أنثى","13.0"
"2017.0","بريطانيا","طالب مبتعث","بكالوريوس","الفنون والعلوم الإنسانية","ذكر","8.0"
"2017.0","بريطانيا","طالب مبتعث","بكالوريوس","الهندسة، والتصنيع والبناء","أنثى","18.0"
"2017.0","بريطانيا","طالب مبتعث","بكالوريوس","الهندسة، والتصنيع والبناء","ذكر","147.0"
"2017.0","بريطانيا","طالب مبتعث","بكالوريوس","تكنولوجيا الاتصالات، والمعلومات","أنثى","9.0"
"2017.0","بريطانيا","طالب مبتعث","بكالوريوس","تكنولوجيا الاتصالات، والمعلومات","ذكر","32.0"
"2017.0","بريطانيا","طالب مبتعث","دبلوم عالي","الهندسة، والتصنيع والبناء","ذكر","1.0"
"2017.0","بريطانيا","طالب مبتعث","دكتوراه","الأعمال، الإدارة والقانون","أنثى","6.0"
"2017.0","بريطانيا","طالب مبتعث","دكتوراه","الأعمال، الإدارة والقانون","ذكر","8.0"
"2017.0","بريطانيا","طالب مبتعث","دكتوراه","التعليم","أنثى","6.0"
"2017.0","بريطانيا","طالب مبتعث","دكتوراه","التعليم","ذكر","4.0"
"2017.0","بريطانيا","طالب مبتعث","دكتوراه","الخدمات","ذكر","1.0"
"2017.0","بريطانيا","طالب مبتعث","دكتوراه","الصحة والرفاه","أنثى","11.0"
"2017.0","بريطانيا","طالب مبتعث","دكتوراه","الصحة والرفاه","ذكر","10.0"
"2017.0","بريطانيا","طالب مبتعث","دكتوراه","العلوم الاجتماعية، والصحافة والإعلام","أنثى","2.0"
"2017.0","بريطانيا","طالب مبتعث","دكتوراه","العلوم الاجتماعية، والصحافة والإعلام","ذكر","2.0"
"2017.0","بريطانيا","طالب مبتعث","دكتوراه","العلوم الطبيعية، والرياضايات والإحصاء","أنثى","4.0"
"2017.0","بريطانيا","طالب مبتعث","دكتوراه","العلوم الطبيعية، والرياضايات والإحصاء","ذكر","6.0"
"2017.0","بريطانيا","طالب مبتعث","دكتوراه","الفنون والعلوم الإنسانية","أنثى","4.0"
"2017.0","بريطانيا","طالب مبتعث","دكتوراه","الفنون والعلوم الإنسانية","ذكر","2.0"
"2017.0","بريطانيا","طالب مبتعث","دكتوراه","الهندسة، والتصنيع والبناء","أنثى","1.0"
"2017.0","بريطانيا","طالب مبتعث","دكتوراه","الهندسة، والتصنيع والبناء","ذكر","10.0"
"2017.0","بريطانيا","طالب مبتعث","دكتوراه","تكنولوجيا الاتصالات، والمعلومات","أنثى","6.0"
"2017.0","بريطانيا","طالب مبتعث","دكتوراه","تكنولوجيا الاتصالات، والمعلومات","ذكر","6.0"
"2017.0","بريطانيا","طالب مبتعث","ماجستير","الأعمال، الإدارة والقانون","أنثى","56.0"
"2017.0","بريطانيا","طالب مبتعث","ماجستير","الأعمال، الإدارة والقانون","ذكر","76.0"
"2017.0","بريطانيا","طالب مبتعث","ماجستير","البرامج و المؤهلات غير المتخصصة","أنثى","1.0"
"2017.0","بريطانيا","طالب مبتعث","ماجستير","البرامج و المؤهلات غير المتخصصة","ذكر","2.0"
"2017.0","بريطانيا","طالب مبتعث","ماجستير","التعليم","أنثى","15.0"
"2017.0","بريطانيا","طالب مبتعث","ماجستير","التعليم","ذكر","16.0"
"2017.0","بريطانيا","طالب مبتعث","ماجستير","الخدمات","أنثى","1.0"
"2017.0","بريطانيا","طالب مبتعث","ماجستير","الصحة والرفاه","أنثى","64.0"
"2017.0","بريطانيا","طالب مبتعث","ماجستير","الصحة والرفاه","ذكر","31.0"
"2017.0","بريطانيا","طالب مبتعث","ماجستير","العلوم الاجتماعية، والصحافة والإعلام","أنثى","11.0"
"2017.0","بريطانيا","طالب مبتعث","ماجستير","العلوم الاجتماعية، والصحافة والإعلام","ذكر","4.0"
"2017.0","بريطانيا","طالب مبتعث","ماجستير","العلوم الطبيعية، والرياضايات والإحصاء","أنثى","22.0"
"2017.0","بريطانيا","طالب مبتعث","ماجستير","العلوم الطبيعية، والرياضايات والإحصاء","ذكر","4.0"
"2017.0","بريطانيا","طالب مبتعث","ماجستير","الفنون والعلوم الإنسانية","أنثى","31.0"
"2017.0","بريطانيا","طالب مبتعث","ماجستير","الفنون والعلوم الإنسانية","ذكر","6.0"
"2017.0","بريطانيا","طالب مبتعث","ماجستير","الهندسة، والتصنيع والبناء","أنثى","7.0"
"2017.0","بريطانيا","طالب مبتعث","ماجستير","الهندسة، والتصنيع والبناء","ذكر","23.0"
"2017.0","بريطانيا","طالب مبتعث","ماجستير","تكنولوجيا الاتصالات، والمعلومات","أنثى","16.0"
"2017.0","بريطانيا","طالب مبتعث","ماجستير","تكنولوجيا الاتصالات، والمعلومات","ذكر","12.0"
"2017.0","بريطانيا","موظف مبتعث","أخرى","الأعمال، الإدارة والقانون","أنثى","2.0"
"2017.0","بريطانيا","موظف مبتعث","أخرى","الأعمال، الإدارة والقانون","ذكر","3.0"
"2017.0","بريطانيا","موظف مبتعث","أخرى","التعليم","أنثى","7.0"
"2017.0","بريطانيا","موظف مبتعث","أخرى","التعليم","ذكر","8.0"
"2017.0","بريطانيا","موظف مبتعث","أخرى","الخدمات","ذكر","2.0"
"2017.0","بريطانيا","موظف مبتعث","أخرى","الصحة والرفاه","أنثى","8.0"
"2017.0","بريطانيا","موظف مبتعث","أخرى","الصحة والرفاه","ذكر","5.0"
"2017.0","بريطانيا","موظف مبتعث","أخرى","العلوم الاجتماعية، والصحافة والإعلام","أنثى","1.0"
"2017.0","بريطانيا","موظف مبتعث","أخرى","العلوم الاجتماعية، والصحافة والإعلام","ذكر","7.0"
"2017.0","بريطانيا","موظف مبتعث","أخرى","العلوم الطبيعية، والرياضايات والإحصاء","أنثى","3.0"
"2017.0","بريطانيا","موظف مبتعث","أخرى","العلوم الطبيعية، والرياضايات والإحصاء","ذكر","3.0"
"2017.0","بريطانيا","موظف مبتعث","أخرى","الفنون والعلوم الإنسانية","أنثى","44.0"
"2017.0","بريطانيا","موظف مبتعث","أخرى","الفنون والعلوم الإنسانية","ذكر","99.0"
"2017.0","بريطانيا","موظف مبتعث","أخرى","الهندسة، والتصنيع والبناء","ذكر","2.0"
"2017.0","بريطانيا","موظف مبتعث","أخرى","غير مصنفة","ذكر","1.0"
"2017.0","بريطانيا","موظف مبتعث","الزمالة","الصحة والرفاه","أنثى","1.0"
"2017.0","بريطانيا","موظف مبتعث","الزمالة","الصحة والرفاه","ذكر","1.0"
"2017.0","بريطانيا","موظف مبتعث","بكالوريوس","الأعمال، الإدارة والقانون","ذكر","1.0"
"2017.0","بريطانيا","موظف مبتعث","بكالوريوس","الصحة والرفاه","أنثى","6.0"
"2017.0","بريطانيا","موظف مبتعث","بكالوريوس","الصحة والرفاه","ذكر","32.0"
"2017.0","بريطانيا","موظف مبتعث","بكالوريوس","تكنولوجيا الاتصالات، والمعلومات","ذكر","1.0"
"2017.0","بريطانيا","موظف مبتعث","دكتوراه","الأعمال، الإدارة والقانون","أنثى","27.0"
"2017.0","بريطانيا","موظف مبتعث","دكتوراه","الأعمال، الإدارة والقانون","ذكر","49.0"
"2017.0","بريطانيا","موظف مبتعث","دكتوراه","البرامج و المؤهلات غير المتخصصة","أنثى","1.0"
"2017.0","بريطانيا","موظف مبتعث","دكتوراه","التعليم","أنثى","21.0"
"2017.0","بريطانيا","موظف مبتعث","دكتوراه","التعليم","ذكر","14.0"
"2017.0","بريطانيا","موظف مبتعث","دكتوراه","الخدمات","ذكر","1.0"
"2017.0","بريطانيا","موظف مبتعث","دكتوراه","الصحة والرفاه","أنثى","79.0"
"2017.0","بريطانيا","موظف مبتعث","دكتوراه","الصحة والرفاه","ذكر","92.0"
"2017.0","بريطانيا","موظف مبتعث","دكتوراه","العلوم الاجتماعية، والصحافة والإعلام","أنثى","12.0"
"2017.0","بريطانيا","موظف مبتعث","دكتوراه","العلوم الاجتماعية، والصحافة والإعلام","ذكر","8.0"
"2017.0","بريطانيا","موظف مبتعث","دكتوراه","العلوم الطبيعية، والرياضايات والإحصاء","أنثى","58.0"
"2017.0","بريطانيا","موظف مبتعث","دكتوراه","العلوم الطبيعية، والرياضايات والإحصاء","ذكر","60.0"
"2017.0","بريطانيا","موظف مبتعث","دكتوراه","الفنون والعلوم الإنسانية","أنثى","69.0"
"2017.0","بريطانيا","موظف مبتعث","دكتوراه","الفنون والعلوم الإنسانية","ذكر","31.0"
"2017.0","بريطانيا","موظف مبتعث","دكتوراه","الهندسة، والتصنيع والبناء","أنثى","5.0"
"2017.0","بريطانيا","موظف مبتعث","دكتوراه","الهندسة، والتصنيع والبناء","ذكر","41.0"
